pmid,pub_year,stance,failure_mode,model_type,confidence,rationale,prompt_version,model
40959025,2025,Alarm,misclassification,generative,0.850,"LLMs evaluated for accuracy/concordance with clinical guidelines, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38217726,2024,Alarm,confabulation,generative,0.920,"ChatGPT produced inaccurate/fabricated references scored 0.25, explicit hallucinated citations mechanism",q7_failuremode_v1,claude-sonnet-4-6
41161368,2026,Alarm,misclassification,discriminative,0.870,"Predictive model shows data leakage bias causing non-physiological, invariant power predictions—miscalibration/false accuracy.",q7_failuremode_v1,claude-sonnet-4-6
41040620,2025,Alarm,misclassification,generative,0.920,"LLM accuracy on MCQ exam assessed; wrong answers are misclassification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38806794,2024,Alarm,misclassification,generative,0.920,"Diagnostic accuracy of LLMs vs radiologists measured; wrong diagnoses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37994939,2024,Alarm,misclassification,generative,0.920,"Evaluates diagnostic accuracy of ChatGPT, measuring correct/incorrect diagnoses, not fabrication.",q7_failuremode_v1,claude-sonnet-4-6
38459362,2024,Alarm,misclassification,generative,0.850,"GPT accuracy in descriptions and differential diagnoses evaluated, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39043988,2024,Alarm,both,generative,0.900,GPT-4V shows misclassification errors and flawed/fabricated rationales despite correct answers,q7_failuremode_v1,claude-sonnet-4-6
38237878,2024,Alarm,both,generative,0.950,LLMs gave wrong treatment recommendations (misclassification) and fabricated non-existent journal citations (confabulation),q7_failuremode_v1,claude-sonnet-4-6
39216786,2025,Alarm,misclassification,generative,0.820,LLMs underrepresent/mislabel disability prevalence and produce biased quality scores,q7_failuremode_v1,claude-sonnet-4-6
38592758,2024,Alarm,misclassification,generative,0.920,Evaluates diagnostic accuracy (correct label prediction) of LLM-based multimodal system,q7_failuremode_v1,claude-sonnet-4-6
40416675,2025,Alarm,none_or_unclear,generative,0.750,Descriptive regulatory/accessibility audit; no specific failure mechanism evaluated,q7_failuremode_v1,claude-sonnet-4-6
40299004,2025,Alarm,misclassification,discriminative,0.920,AI algorithm produces inaccurate fetal weight predictions compared to actual birth weight,q7_failuremode_v1,claude-sonnet-4-6
40019299,2025,Alarm,confabulation,generative,0.820,Focuses on misinformation/fabricated content from generative AI in healthcare context,q7_failuremode_v1,claude-sonnet-4-6
40782043,2025,Alarm,confabulation,generative,0.820,LLM produces inaccurate/unfaithful medical content with lack of transparency about sources,q7_failuremode_v1,claude-sonnet-4-6
37198691,2023,Alarm,misclassification,discriminative,0.850,"Models exploit acquisition-site bias, causing spurious predictions and poor generalization in classification tasks",q7_failuremode_v1,claude-sonnet-4-6
41708525,2026,Alarm,misclassification,generative,0.850,"LLMs scored on multiple-choice accuracy; wrong answers are misclassification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41038984,2025,Alarm,none_or_unclear,both,0.720,"Focus is on declining safety disclaimers, not fabrication or misclassification mechanisms",q7_failuremode_v1,claude-sonnet-4-6
39211977,2025,Alarm,both,generative,0.950,Fabricated nonexistent references (confabulation) and incorrect answers 24% of time (misclassification),q7_failuremode_v1,claude-sonnet-4-6
41828026,2026,Alarm,both,generative,0.950,Low specificity/misclassification plus explicit hallucinated lesions described,q7_failuremode_v1,claude-sonnet-4-6
41004181,2025,Alarm,none_or_unclear,discriminative,0.600,Regulatory reporting gaps study; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41162483,2025,Alarm,confabulation,generative,0.970,LLMs produced hallucinated and unfaithful citations; fabrication is the core mechanism studied,q7_failuremode_v1,claude-sonnet-4-6
38751951,2024,Alarm,confabulation,generative,0.820,LLMs generate medically inaccurate/misinformation content; fabricated plausible-but-false medical advice identified,q7_failuremode_v1,claude-sonnet-4-6
41167474,2025,Alarm,misclassification,generative,0.750,"LLMs evaluated for clinical accuracy and reliability in surgical decision-making, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41797077,2026,Alarm,misclassification,generative,0.950,"LLMs evaluated on diagnostic accuracy, false positives/negatives in STEMI detection",q7_failuremode_v1,claude-sonnet-4-6
38504411,2026,Alarm,misclassification,generative,0.820,"LLMs scored for content accuracy/completeness vs reference standard, not fabrication per se",q7_failuremode_v1,claude-sonnet-4-6
40974068,2026,Alarm,none_or_unclear,unclear,0.950,"Paper is about robot-assisted gait training, not AI/ML models at all",q7_failuremode_v1,claude-sonnet-4-6
39426042,2024,Alarm,none_or_unclear,generative,0.750,"General legal/ethical framing of GenAI risks, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41245704,2025,Alarm,misclassification,both,0.820,Compares AI accuracy/sensitivity/specificity vs surgeons across classification and generative tasks,q7_failuremode_v1,claude-sonnet-4-6
40584716,2025,Alarm,confabulation,generative,0.850,ChatGPT models produced fabricated/inappropriate answers when tasked with systematic literature review,q7_failuremode_v1,claude-sonnet-4-6
41225986,2025,Alarm,misclassification,generative,0.850,"ChatGPT produces inconsistent/wrong TIRADS classifications, not fabricated content",q7_failuremode_v1,claude-sonnet-4-6
41118647,2025,Alarm,misclassification,both,0.870,LLMs evaluated on diagnostic classification accuracy; both generative LLMs and traditional ML classifiers compared,q7_failuremode_v1,claude-sonnet-4-6
37309153,2023,Alarm,confabulation,generative,0.750,"Discusses deception/fabrication in publications via ChatGPT, a generative model",q7_failuremode_v1,claude-sonnet-4-6
35737491,2022,Alarm,none_or_unclear,unclear,0.650,Ethical/policy framing about AI in clinical decisions; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40355854,2025,Alarm,misclassification,generative,0.850,"LLM gives wrong diagnostic labels under social pressure; accuracy/classification errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40772773,2025,Alarm,confabulation,generative,0.980,Explicitly measures fabricated/inaccurate references and citation hallucinations in LLM-generated text,q7_failuremode_v1,claude-sonnet-4-6
38867035,2024,Alarm,misclassification,generative,0.950,Evaluates diagnostic accuracy/sensitivity/specificity of GPT-4V on CT image classification,q7_failuremode_v1,claude-sonnet-4-6
37741773,2023,Alarm,misclassification,generative,0.920,"LLM accuracy on localization and diagnosis tasks, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38514657,2024,Alarm,misclassification,discriminative,0.850,AI-DSS produces probabilistic diagnoses and segmentations; wrong/ambiguous outputs cause diagnostic errors,q7_failuremode_v1,claude-sonnet-4-6
40912058,2025,Alarm,misclassification,discriminative,0.970,DL-CNN classification model evaluated for diagnostic accuracy on rare skin tumors,q7_failuremode_v1,claude-sonnet-4-6
40686449,2026,Alarm,misclassification,generative,0.920,"LLM evaluated for diagnostic accuracy/sensitivity in detecting hemorrhages, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39428414,2024,Alarm,misclassification,discriminative,0.900,AI platforms produce inaccurate landmark/measurement predictions compared to orthodontist ground truth,q7_failuremode_v1,claude-sonnet-4-6
39873040,2025,Alarm,misclassification,generative,0.900,"LLMs evaluated on accuracy/correctness of dental exam answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38696177,2024,Alarm,misclassification,generative,0.900,"VLM evaluated on diagnostic accuracy/feature detection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
32335539,2021,Alarm,none_or_unclear,unclear,0.700,"Study evaluates web search quality, not AI failure mechanisms specifically",q7_failuremode_v1,claude-sonnet-4-6
41672646,2026,Alarm,confabulation,generative,0.850,"LLMs accepting fabricated/false medical claims; misinformation absorption, not classification errors",q7_failuremode_v1,claude-sonnet-4-6
39529938,2024,Alarm,misclassification,generative,0.820,"LLM accuracy/quality rated by experts; incomplete/incorrect answers, not fabrication focus",q7_failuremode_v1,claude-sonnet-4-6
41381251,2025,Alarm,misclassification,generative,0.870,"LLMs evaluated on accuracy of treatment recommendations vs gold standard, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37217426,2023,Alarm,misclassification,discriminative,0.820,"Predictive models for blood transfusion with poor generalization, bias, miscalibration issues",q7_failuremode_v1,claude-sonnet-4-6
39408030,2024,Alarm,both,generative,0.850,Measures accuracy/misclassification of guideline recommendations AND explicitly mentions hallucinations,q7_failuremode_v1,claude-sonnet-4-6
38032062,2024,Alarm,misclassification,generative,0.850,"ChatGPT benchmarked on diagnostic accuracy vs pathologists; wrong diagnoses, not fabrication focus",q7_failuremode_v1,claude-sonnet-4-6
38687216,2024,Alarm,misclassification,generative,0.920,"LLMs assigned wrong BI-RADS categories; accuracy/agreement evaluation, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38646965,2026,Alarm,misclassification,generative,0.820,"LLMs scored on accuracy of protocol generation; wrong outputs are incorrect predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37467806,2023,Alarm,both,generative,0.920,Fabricated/incorrect citations plus misclassification of guideline-based clinical accuracy,q7_failuremode_v1,claude-sonnet-4-6
38916508,2024,Alarm,misclassification,generative,0.750,"Accuracy/quality of ChatGPT responses compared to authoritative sources, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
34988593,2022,Alarm,misclassification,discriminative,0.970,DL detection model evaluated on false positives/negatives for ICH classification,q7_failuremode_v1,claude-sonnet-4-6
40802099,2025,Alarm,misclassification,generative,0.720,LLMs scored/evaluated on quality metrics; no fabrication explicitly measured,q7_failuremode_v1,claude-sonnet-4-6
33413181,2021,Alarm,misclassification,discriminative,0.950,DNNs misclassify medical images under adversarial perturbations; no fabrication involved,q7_failuremode_v1,claude-sonnet-4-6
39560355,2025,Alarm,none_or_unclear,generative,0.700,General risk framing about trauma from AI content; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
